Name,Height(cm),Team,Year
Darron Gibson,183,Sunderland AFC,2017
Dan Gosling,183,AFC Bournemouth,2017
Demarai Gray,183,Leicester City,2017
Rakeem Harper,183,West Bromwich Albion,2017
Alex Iwobi,183,Arsenal FC,2017
Joe Ledley,183,Crystal Palace,2017
Dean Marney,183,Burnley FC,2017
Wilfred Ndidi,183,Leicester City,2017
 Oriol Romeu,183,Southampton FC,2017
David Ospina,183,Arsenal FC,2017
Nicolás Otamendi,183,Manchester City,2017
Matthew Phillips,183,West Bromwich Albion,2017
Erik Pieters,183,Stoke City,2017
Gastón Ramírez,183,Middlesbrough FC,2017
Hal Robson-Kanu,183,West Bromwich Albion,2017
Bakary Sako,183,Crystal Palace,2017
Leroy Sané,183,Manchester City,2017
Ramadan Sobhi,183,Stoke City,2017
Junior Stanislas,183,AFC Bournemouth,2017
Matt Targett,183,Southampton FC,2017
 Víctor Valdés,183,Middlesbrough FC,2017
Michel Vorm,183,Tottenham Hotspur,2017
Jon Walters,183,Stoke City,2017
Aaron Wan-Bissaka,183,Crystal Palace,2017
Ashley Williams,183,Everton FC,2017
 Ander Herrera,182,Manchester United,2017
Jordan Ayew,182,Swansea City,2017
Wilfried Bony,182,Stoke City,2017
Calum Chambers,182,Middlesbrough FC,2017
Matteo Darmian,182,Manchester United,2017
Ahmed Elmohamady,182,Hull City,2017
Christian Eriksen,182,Tottenham Hotspur,2017
Sullay Kaikai,182,Crystal Palace,2017
 Kenedy,182,Chelsea FC,2017
Jonathan Leko,182,West Bromwich Albion,2017
Kevin Mirallas,182,Everton FC,2017
Oumar Niasse,182,Hull City,2017
Roberto Pereyra,182,Watford FC,2017
Robert Snodgrass,182,West Ham United,2017
Isaac Success,182,Watford FC,2017
Claudio Yacob,182,West Bromwich Albion,2017
Jonathan Calleri,181,West Ham United,2017
Ben Chilwell,181,Leicester City,2017
Ben Davies,181,Tottenham Hotspur,2017
Kevin De Bruyne,181,Manchester City,2017
Viktor Fischer,181,Middlesbrough FC,2017
Jon Flanagan,181,Burnley FC,2017
Billy Jones,181,Sunderland AFC,2017
Arouna Koné,181,Everton FC,2017
Josh Maja,181,Sunderland AFC,2017
Anthony Martial,181,Manchester United,2017
Sam McQueen,181,Southampton FC,2017
Kyle Naughton,181,Swansea City,2017
Harrison Reed,181,Southampton FC,2017
 Roberto Firmino,181,Liverpool FC,2017
Kevin Stewart,181,Liverpool FC,2017
Dušan Tadić,181,Southampton FC,2017
Andros Townsend,181,Crystal Palace,2017
Ibrahim Afellay,180,Stoke City,2017
Nathan Aké,180,Chelsea FC,2017
Trent Alexander-Arnold,180,Liverpool FC,2017
Michail Antonio,180,West Ham United,2017
Phil Bardsley,180,Stoke City,2017
Saido Berahino,180,Stoke City,2017
Muhamed Bešić,180,Everton FC,2017
Daley Blind,180,Manchester United,2017
Fabio Borini,180,Sunderland AFC,2017
Rhian Brewster,180,Liverpool FC,2017
Martín Cáceres,180,Southampton FC,2017
Tom Davies,180,Everton FC,2017
Zac Dearnley,180,Manchester United,2017
Grady Diangana,180,West Ham United,2017
Stewart Downing,180,Middlesbrough FC,2017
Kieran Gibbs,180,Arsenal FC,2017
Kamil Grosicki,180,Hull City,2017
İlkay Gündoğan,180,Manchester City,2017
Phil Jagielka,180,Everton FC,2017
Joshua King,180,AFC Bournemouth,2017
Chung-yong Lee,180,Crystal Palace,2017
Jake Livermore,180,West Bromwich Albion,2017
Shane Long,180,Southampton FC,2017
Matthew Lowton,180,Burnley FC,2017
 Lucas Pérez,180,Arsenal FC,2017
Greg Luer,180,Hull City,2017
Moses Makasi,180,West Ham United,2017
Adrian Mariappa,180,Watford FC,2017
James McCarthy,180,Everton FC,2017
James McClean,180,West Bromwich Albion,2017
Ben Mee,180,Burnley FC,2017
James Morrison,180,West Bromwich Albion,2017
 Muniesa,180,Stoke City,2017
Didier Ndong,180,Sunderland AFC,2017
Mark Noble,180,West Ham United,2017
Alex Oxlade-Chamberlain,180,Arsenal FC,2017
Mesut Özil,180,Arsenal FC,2017
Marc Pugh,180,AFC Bournemouth,2017
Connor Randall,180,Liverpool FC,2017
Josh Robson,180,Sunderland AFC,2017
Adam Smith,180,AFC Bournemouth,2017
Daniel Sturridge,180,Liverpool FC,2017
Josh Tymon,180,Hull City,2017
Antonio Valencia,180,Manchester United,2017
Glenn Whelan,180,Stoke City,2017
Callum Wilson,180,AFC Bournemouth,2017
Wilfried Zaha,180,Crystal Palace,2017
Nordin Amrabat,179,Watford FC,2017
Ryan Bertrand,179,Southampton FC,2017
 Cesc Fàbregas,179,Chelsea FC,2017
Omar Elabdellaoui,179,Hull City,2017
Mohamed Elneny,179,Arsenal FC,2017
 Evandro,179,Hull City,2017
 Fernandinho,179,Manchester City,2017
James Husband,179,Middlesbrough FC,2017
Bartosz Kapustka,179,Leicester City,2017
 Lucas Leiva,179,Liverpool FC,2017
Riyad Mahrez,179,Leicester City,2017
Arthur Masuaku,179,West Ham United,2017
 Nacho Monreal,179,Arsenal FC,2017
Sheyi Ojo,179,Liverpool FC,2017
Jamie Vardy,179,Leicester City,2017
 Adama Traoré,178,Middlesbrough FC,2017
Scott Arfield,178,Burnley FC,2017
 Azpilicueta,178,Chelsea FC,2017
Daniel Batty,178,Hull City,2017
Ryan Blair,178,Swansea City,2017
George Boyd,178,Burnley FC,2017
Lee Cattermole,178,Sunderland AFC,2017
Sam Clucas,178,Hull City,2017
Charlie Daniels,178,AFC Bournemouth,2017
Mathieu Flamini,178,Crystal Palace,2017
Jay Fulton,178,Swansea City,2017
Kenji Gorré,178,Swansea City,2017
Andre Gray,178,Burnley FC,2017
Adlène Guédioura,178,Middlesbrough FC,2017
 Héctor Bellerín,178,Arsenal FC,2017
Danny Ings,178,Liverpool FC,2017
Lloyd Isgrove,178,Southampton FC,2017
Glen Johnson,178,Stoke City,2017
Stephen Kingsley,178,Swansea City,2017
Sebastian Larsson,178,Sunderland AFC,2017
Brian Lenihan,178,Hull City,2017
Donald Love,178,Sunderland AFC,2017
 Manquillo,178,Sunderland AFC,2017
James McArthur,178,Crystal Palace,2017
Henrikh Mkhitaryan,178,Manchester United,2017
Greg Olley,178,Hull City,2017
Martin Olsson,178,Swansea City,2017
Aaron Ramsey,178,Arsenal FC,2017
Andy Robertson,178,Hull City,2017
Ethan Robson,178,Sunderland AFC,2017
Jeffrey Schlupp,178,Crystal Palace,2017
Luke Shaw,178,Manchester United,2017
Pape Souaré,178,Crystal Palace,2017
Andrew Surman,178,AFC Bournemouth,2017
Kyle Walker,178,Tottenham Hotspur,2017
Ben Watson,178,Watford FC,2017
Chris Willock,178,Arsenal FC,2017
Kane Wilson,178,West Bromwich Albion,2017
Harry Winks,178,Tottenham Hotspur,2017
Harry Arter,177,AFC Bournemouth,2017
Tom Carroll,177,Swansea City,2017
Séamus Coleman,177,Everton FC,2017
Francis Coquelin,177,Arsenal FC,2017
Mathieu Debuchy,177,Arsenal FC,2017
Mousa Dembélé,177,Tottenham Hotspur,2017
Danny Drinkwater,177,Leicester City,2017
Sofiane Féghouli,177,West Ham United,2017
Josh Harrop,177,Manchester United,2017
Grant Leadbitter,177,Middlesbrough FC,2017
Ainsley Maitland-Niles,177,Arsenal FC,2017
Victor Moses,177,Chelsea FC,2017
Moses Odubajo,177,Hull City,2017
Brad Smith,177,AFC Bournemouth,2017
Enner Valencia,177,Everton FC,2017
James Ward-Prowse,177,Southampton FC,2017
Robbie Brady,176,Burnley FC,2017
Gaël Clichy,176,Manchester City,2017
Brice Dja Djédjé,176,Watford FC,2017
Tom Edwards,176,Stoke City,2017
Nathan Holland,176,West Ham United,2017
Jordon Ibe,176,AFC Bournemouth,2017
Jonjoe Kenny,176,Everton FC,2017
Wahbi Khazri,176,Sunderland AFC,2017
Filip Lesniak,176,Tottenham Hotspur,2017
Sam Matthews,176,AFC Bournemouth,2017
 Paulinho,176,Liverpool FC,2017
Steven Pienaar,176,Sunderland AFC,2017
Wayne Rooney,176,Manchester United,2017
Bacary Sagna,176,Manchester City,2017
Danny Simpson,176,Leicester City,2017
Gökhan Töre,176,West Ham United,2017
Patrick van Aanholt,176,Crystal Palace,2017
Marc Albrighton,175,Leicester City,2017
Joel Asoro,175,Sunderland AFC,2017
André Ayew,175,West Ham United,2017
Joey Barton,175,Burnley FC,2017
Sofiane Boufal,175,Southampton FC,2017
Jarrod Bowen,175,Hull City,2017
Adam Clayton,175,Middlesbrough FC,2017
Tom Cleverley,175,Watford FC,2017
Nathaniel Clyne,175,Liverpool FC,2017
Lewis Cook,175,AFC Bournemouth,2017
Steven Defour,175,Burnley FC,2017
Adam Forshaw,175,Middlesbrough FC,2017
 Gabriel Jesus,175,Manchester City,2017
Max Gradel,175,AFC Bournemouth,2017
Eden Hazard,175,Chelsea FC,2017
Stephen Ireland,175,Stoke City,2017
Jesse Lingard,175,Manchester United,2017
Lazar Marković,175,Hull City,2017
Ryan Mason,175,Hull City,2017
James Milner,175,Liverpool FC,2017
Demetri Mitchell,175,Manchester United,2017
Luciano Narsingh,175,Swansea City,2017
 Nolito,175,Manchester City,2017
Dion Pereira,175,Watford FC,2017
Connor Roberts,175,Swansea City,2017
Carl Stewart,175,Watford FC,2017
Theo Walcott,175,Arsenal FC,2017
Duncan Watmore,175,Sunderland AFC,2017
Georginio Wijnaldum,175,Liverpool FC,2017
 Willian,175,Chelsea FC,2017
Ashley Young,175,Manchester United,2017
Mauro Zárate,175,Watford FC,2017
Yohan Cabaye,174,Crystal Palace,2017
Fabian Delph,174,Manchester City,2017
Idrissa Gueye,174,Everton FC,2017
Ademola Lookman,174,Everton FC,2017
Sadio Mané,174,Liverpool FC,2017
Jefferson Montero,174,Swansea City,2017
Shinji Okazaki,174,Leicester City,2017
Josh Sims,174,Southampton FC,2017
Ashley Westwood,174,Burnley FC,2017
Ben Woodburn,174,Liverpool FC,2017
Sergio Agüero,173,Manchester City,2017
 Aleix García,173,Manchester City,2017
 Domingos Quina,173,West Ham United,2017
Elliot Embleton,173,Sunderland AFC,2017
Lynden Gooch,173,Sunderland AFC,2017
Rees Greenwood,173,Sunderland AFC,2017
George Honeyman,173,Sunderland AFC,2017
Shaun Maloney,173,Hull City,2017
Brandon Mason,173,Watford FC,2017
Jérémy Pied,173,Southampton FC,2017
Jason Puncheon,173,Crystal Palace,2017
Nathan Redmond,173,Southampton FC,2017
Danny Rose,173,Tottenham Hotspur,2017
Kieran Trippier,173,Tottenham Hotspur,2017
Thibaud Verlinden,173,Stoke City,2017
Kyle Walker-Peters,173,Tottenham Hotspur,2017
Rhoys Wiggins,173,AFC Bournemouth,2017
Harry Wilson,173,Liverpool FC,2017
Pablo Zabaleta,173,Manchester City,2017
Fraizer Campbell,172,Crystal Palace,2017
Steven Davis,172,Southampton FC,2017
Andrew Eleftheriou,172,Watford FC,2017
 Fábio,172,Middlesbrough FC,2017
Adam Lallana,172,Liverpool FC,2017
Georges-Kévin N'Koudou,172,Tottenham Hotspur,2017
Bryan Oviedo,172,Sunderland AFC,2017
 Philippe Coutinho,172,Liverpool FC,2017
Raheem Sterling,172,Manchester City,2017
Matty Willock,172,Manchester United,2017
Jack Wilshere,172,AFC Bournemouth,2017
Juan Zúñiga,172,Watford FC,2017
 Alberto Moreno,171,Liverpool FC,2017
 Brahim Díaz,171,Manchester City,2017
 Cédric,171,Southampton FC,2017
Jermain Defoe,171,Sunderland AFC,2017
Phil Foden,171,Manchester City,2017
Dan James,171,Swansea City,2017
N'Golo Kanté,171,Chelsea FC,2017
Ahmed Musa,171,Leicester City,2017
Joe Allen,170,Stoke City,2017
Leighton Baines,170,Everton FC,2017
Aaron Cresswell,170,West Ham United,2017
 David Silva,170,Manchester City,2017
 Jesús Navas,170,Manchester City,2017
 Juan Mata,170,Manchester United,2017
Manuel Lanzini,170,West Ham United,2017
Olufela Olomola,170,Southampton FC,2017
Wayne Routledge,170,Swansea City,2017
Samuel Shashoua,170,Tottenham Hotspur,2017
Jordy Clasie,169,Southampton FC,2017
Alexis Sánchez,169,Arsenal FC,2017
Xherdan Shaqiri,169,Stoke City,2017
Leon Britton,168,Swansea City,2017
Marcus Edwards,168,Tottenham Hotspur,2017
Angel Gomes,168,Manchester United,2017
Jake Hesketh,168,Southampton FC,2017
Dan Kemp,168,West Ham United,2017
Nampalys Mendy,168,Leicester City,2017
 Santi Cazorla,168,Arsenal FC,2017
 Pedro,167,Chelsea FC,2017
Nathan Dyer,165,Swansea City,2017
Aaron Lennon,165,Everton FC,2017
Ryan Fraser,163,AFC Bournemouth,2017
Costel Pantilimon,203,Watford FC,2016
Peter Crouch,202,Stoke City,2016
Fraser Forster,201,Southampton FC,2016
Matt Macey,201,Arsenal FC,2016
Thibaut Courtois,200,Chelsea FC,2016
Asmir Begović,199,Chelsea FC,2016
Jakob Haugaard,199,Stoke City,2016
Wayne Hennessey,198,Crystal Palace,2016
Per Mertesacker,198,Arsenal FC,2016
Rene Gilmartin,197,Watford FC,2016
 Joel,197,Everton FC,2016
Raphael Spiegel,197,West Ham United,2016
Maarten Stekelenburg,197,Southampton FC,2016
Tosin Adarabioyo,196,Manchester City,2016
Jack Butland,196,Stoke City,2016
Petr Čech,196,Arsenal FC,2016
Paulo Gazzaniga,196,Southampton FC,2016
Tom Glover,196,Tottenham Hotspur,2016
Joe Hart,196,Manchester City,2016
Tyrone Mings,196,AFC Bournemouth,2016
Obbi Oularé,196,Watford FC,2016
Sebastian Prödl,196,Watford FC,2016
Brede Hangeland,195,Crystal Palace,2016
Tim Howard,195,Everton FC,2016
Jan Kirchhoff,195,Sunderland AFC,2016
Gareth McAuley,195,West Bromwich Albion,2016
Jonas Olsson,195,West Bromwich Albion,2016
Tammy Abraham,194,Chelsea FC,2016
Kyle Bartley,194,Swansea City,2016
Ádám Bogdán,194,Liverpool FC,2016
Scott Dann,194,Crystal Palace,2016
Marouane Fellaini,194,Manchester United,2016
Nemanja Matić,194,Chelsea FC,2016
Graziano Pellè,194,Southampton FC,2016
Matija Šarkić,194,Aston Villa,2016
Mark Schwarzer,194,Leicester City,2016
Chris Smalling,194,Manchester United,2016
Philipp Wollscheid,194,Stoke City,2016
Artur Boruc,193,AFC Bournemouth,2016
Gary Cahill,193,Chelsea FC,2016
Andy Carroll,193,West Ham United,2016
 Dionatan Teixeira,193,Stoke City,2016
Ben Foster,193,West Bromwich Albion,2016
Sam Gallagher,193,Southampton FC,2016
Florin Gardoş,193,Southampton FC,2016
Rudy Gestede,193,Aston Villa,2016
Olivier Giroud,193,Arsenal FC,2016
Brad Guzan,193,Aston Villa,2016
Ben Hamer,193,Leicester City,2016
Sam Johnstone,193,Manchester United,2016
Jake Kean,193,Norwich City,2016
Chris Kettings,193,Crystal Palace,2016
Timm Klose,193,Norwich City,2016
Alex McCarthy,193,Crystal Palace,2016
Luke McGee,193,Tottenham Hotspur,2016
Matt Miazga,193,Chelsea FC,2016
Simon Mignolet,193,Liverpool FC,2016
Reece Oxford,193,West Ham United,2016
Joe Rodon,193,Swansea City,2016
Virgil van Dijk,193,Southampton FC,2016
Josh Vickers,193,Swansea City,2016
Emmanuel Adebayor,192,Crystal Palace,2016
 De Gea,192,Manchester United,2016
 Joselu,192,Stoke City,2016
Libor Kozák,192,Aston Villa,2016
Romelu Lukaku,192,Everton FC,2016
John O'Shea,192,Sunderland AFC,2016
Sergio Romero,192,Manchester United,2016
John Ruddy,192,Norwich City,2016
Jindřich Staněk,192,Everton FC,2016
Ola Toivonen,192,Sunderland AFC,2016
James Tomkins,192,West Ham United,2016
Marius Adamonis,191,AFC Bournemouth,2016
Daniel Bachmann,191,Stoke City,2016
Steven Caulker,191,Liverpool FC,2016
Damien Delaney,191,Crystal Palace,2016
Eric Dier,191,Tottenham Hotspur,2016
Sylvain Distin,191,AFC Bournemouth,2016
Sam Field,191,West Bromwich Albion,2016
Simon Francis,191,AFC Bournemouth,2016
 Gomes,191,Watford FC,2016
Robert Huth,191,Leicester City,2016
Lloyd Jones,191,Liverpool FC,2016
 José Fonte,191,Southampton FC,2016
Martin Kelly,191,Crystal Palace,2016
Ruben Loftus-Cheek,191,Chelsea FC,2016
Mikael Mandron,191,Sunderland AFC,2016
Boaz Myhill,191,West Bromwich Albion,2016
Angelo Ogbonna,191,West Ham United,2016
Alex Palmer,191,West Bromwich Albion,2016
Winston Reid,191,West Ham United,2016
Declan Rudd,191,Norwich City,2016
Ryan Shawcross,191,Stoke City,2016
Luke Simpson,191,Watford FC,2016
Martin Škrtel,191,Liverpool FC,2016
Danny Ward,191,Liverpool FC,2016
 Adrián,190,West Ham United,2016
Victor Anichebe,190,West Bromwich Albion,2016
Marko Arnautović,190,Stoke City,2016
Essaïd Belkalem,190,Watford FC,2016
Christian Benteke,190,Liverpool FC,2016
Geoff Cameron,190,Stoke City,2016
Karl Darlow,190,Newcastle United,2016
Rob Elliot,190,Newcastle United,2016
Łukasz Fabiański,190,Swansea City,2016
Jordan Holmes,190,AFC Bournemouth,2016
Sam Howes,190,West Ham United,2016
Younès Kaboul,190,Sunderland AFC,2016
Vincent Kompany,190,Manchester City,2016
Kristoffer Nordfeldt,190,Swansea City,2016
Jack Simpson,190,AFC Bournemouth,2016
Sam Surridge,190,AFC Bournemouth,2016
 Tiago Ilori,190,Liverpool FC,2016
Kurt Zouma,190,Chelsea FC,2016
Ryan Allsop,189,AFC Bournemouth,2016
Krystian Bielik,189,Arsenal FC,2016
Étienne Capoue,189,Watford FC,2016
Keinan Davis,189,Aston Villa,2016
Federico Fernández,189,Swansea City,2016
Mile Jedinak,189,Crystal Palace,2016
 Joel Pereira,189,Manchester United,2016
Lamine Koné,189,Sunderland AFC,2016
Cheikhou Kouyaté,189,West Ham United,2016
Vito Mannone,189,Sunderland AFC,2016
Paddy McNair,189,Manchester United,2016
Aleksandar Mitrović,189,Newcastle United,2016
Allan Nyom,189,Watford FC,2016
Divock Origi,189,Liverpool FC,2016
Valentin Roberge,189,Sunderland AFC,2016
Salomón Rondón,189,West Bromwich Albion,2016
Kasper Schmeichel,189,Leicester City,2016
Jan Vertonghen,189,Tottenham Hotspur,2016
Connor Wickham,189,Crystal Palace,2016
Richard Wright,189,Manchester City,2016
Maya Yoshida,189,Southampton FC,2016
Dele Alli,188,Tottenham Hotspur,2016
Marco Amelia,188,Chelsea FC,2016
 Àngel Rangel,188,Swansea City,2016
Charlie Austin,188,Southampton FC,2016
Ryan Bennett,188,Norwich City,2016
Miguel Britos,188,Watford FC,2016
Craig Cathcart,188,Watford FC,2016
Jake Clarke-Salter,188,Chelsea FC,2016
James Collins,188,West Ham United,2016
Craig Dawson,188,West Bromwich Albion,2016
Joel Ekstrand,188,Watford FC,2016
Tommy Elphick,188,AFC Bournemouth,2016
Jonny Evans,188,West Bromwich Albion,2016
Adam Federici,188,AFC Bournemouth,2016
Leroy Fer,188,Swansea City,2016
Joe Gomez,188,Liverpool FC,2016
Steve Harper,188,Sunderland AFC,2016
Dean Henderson,188,Manchester United,2016
Doneil Henry,188,West Ham United,2016
Tommie Hoban,188,Watford FC,2016
Guangtai Jiang,188,Everton FC,2016
Harry Kane,188,Tottenham Hotspur,2016
Will Keane,188,Manchester United,2016
Tim Krul,188,Newcastle United,2016
Rickie Lambert,188,West Bromwich Albion,2016
Jamaal Lascelles,188,Newcastle United,2016
Joleon Lescott,188,Aston Villa,2016
Hugo Lloris,188,Tottenham Hotspur,2016
Dejan Lovren,188,Liverpool FC,2016
 Mario Suárez,188,Watford FC,2016
John Mikel Obi,188,Chelsea FC,2016
Manny Onariase,188,West Ham United,2016
Darren Randolph,188,West Ham United,2016
Jack Rodwell,188,Sunderland AFC,2016
John Stones,188,Everton FC,2016
Max Stryjek,188,Sunderland AFC,2016
Easah Suliman,188,Aston Villa,2016
Yaya Touré,188,Manchester City,2016
Leonardo Ulloa,188,Leicester City,2016
Victor Wanyama,188,Southampton FC,2016
Bradley Watkins,188,Aston Villa,2016
Ro-Shaun Williams,188,Manchester United,2016
Marc Wilson,188,Stoke City,2016
Freddie Woodman,188,Newcastle United,2016
Leandro Bacuna,187,Aston Villa,2016
Sébastien Bassong,187,Norwich City,2016
Nabil Bentaleb,187,Tottenham Hotspur,2016
Chris Brunt,187,West Bromwich Albion,2016
Nacer Chadli,187,Tottenham Hotspur,2016
Christian Fuchs,187,Leicester City,2016
Ramiro Funes Mori,187,Everton FC,2016
Curtis Good,187,Newcastle United,2016
Jordan Henderson,187,Liverpool FC,2016
Rushian Hepburn-Murphy,187,Aston Villa,2016
Mason Holgate,187,Everton FC,2016
Cameron Humphreys,187,Manchester City,2016
Sung-yueng Ki,187,Swansea City,2016
Aleksandar Kolarov,187,Manchester City,2016
Jonny Maddison,187,Leicester City,2016
Eliaquim Mangala,187,Manchester City,2016
Josh Pask,187,West Ham United,2016
Mamadou Sakho,187,Liverpool FC,2016
 Sandro,187,West Bromwich Albion,2016
Moussa Sissoko,187,Newcastle United,2016
Kevin Wimmer,187,Tottenham Hotspur,2016
Stéphane Zubar,187,AFC Bournemouth,2016
Toby Alderweireld,186,Tottenham Hotspur,2016
Daniel Amartey,186,Leicester City,2016
Tom Beadling,186,Sunderland AFC,2016
Willy Caballero,186,Manchester City,2016
Emre Can,186,Liverpool FC,2016
Michael Carrick,186,Manchester United,2016
Kelvin Davis,186,Southampton FC,2016
Brendan Galloway,186,Everton FC,2016
Bafétimbi Gomis,186,Swansea City,2016
Giannelli Imbula,186,Stoke City,2016
Adnan Januzaj,186,Manchester United,2016
Laurent Koscielny,186,Arsenal FC,2016
Paddy McCarthy,186,Crystal Palace,2016
Glenn Murray,186,AFC Bournemouth,2016
Dame N'Doye,186,Sunderland AFC,2016
Marcos Rojo,186,Manchester United,2016
Morgan Schneiderlin,186,Manchester United,2016
Gylfi Sigurðsson,186,Swansea City,2016
Julian Speroni,186,Crystal Palace,2016
Steven Taylor,186,Newcastle United,2016
Joel Ward,186,Crystal Palace,2016
Marcin Wasilewski,186,Leicester City,2016
Andre Wisdom,186,Norwich City,2016
Charlie Adam,185,Stoke City,2016
Patrick Bamford,185,Norwich City,2016
Ross Barkley,185,Everton FC,2016
Yannick Bolasie,185,Crystal Palace,2016
Jordan Brown,185,West Ham United,2016
Wes Brown,185,Sunderland AFC,2016
Cameron Carter-Vickers,185,Tottenham Hotspur,2016
Marouane Chamakh,185,Crystal Palace,2016
Ciaran Clark,185,Aston Villa,2016
Steve Cook,185,AFC Bournemouth,2016
Jack Cork,185,Swansea City,2016
Siem de Jong,185,Newcastle United,2016
 Diego Costa,185,Chelsea FC,2016
Mame Diouf,185,Stoke City,2016
George Dobson,185,West Ham United,2016
Timothy Fosu-Mensah,185,Manchester United,2016
Ezekiel Fryers,185,Crystal Palace,2016
 Gabriel Paulista,185,Arsenal FC,2016
Adel Gafaiti,185,Norwich City,2016
Liam Gibson,185,Newcastle United,2016
Shay Given,185,Stoke City,2016
Alan Hutton,185,Aston Villa,2016
Kelechi Iheanacho,185,Manchester City,2016
Branislav Ivanović,185,Chelsea FC,2016
Daryl Janmaat,185,Newcastle United,2016
Carl Jenkinson,185,West Ham United,2016
Cameron Jerome,185,Norwich City,2016
Phil Jones,185,Manchester United,2016
Corey Jordan,185,AFC Bournemouth,2016
Freddie Ladapo,185,Crystal Palace,2016
Cuco Martina,185,Southampton FC,2016
Conor Masterson,185,Liverpool FC,2016
Dieumerci Mbokani,185,Norwich City,2016
Liam Moore,185,Leicester City,2016
Wes Morgan,185,Leicester City,2016
Vadis Odjidja-Ofoe,185,Norwich City,2016
Josh Onomah,185,Tottenham Hotspur,2016
 Pedro Obiang,185,West Ham United,2016
Matthew Pennington,185,Everton FC,2016
Jordan Pickford,185,Sunderland AFC,2016
Marcus Rashford,185,Manchester United,2016
Loïc Rémy,185,Chelsea FC,2016
Jay Rodriguez,185,Southampton FC,2016
Joe Rothwell,185,Manchester United,2016
Ben Sheaf,185,Arsenal FC,2016
Fikayo Tomori,185,Chelsea FC,2016
Axel Tuanzebe,185,Manchester United,2016
Ryan Watson,185,Leicester City,2016
Danny Welbeck,185,Arsenal FC,2016
Steven Whittaker,185,Norwich City,2016
Joe Williams,185,Everton FC,2016
Ola Aina,184,Chelsea FC,2016
Daniel Barlaser,184,Newcastle United,2016
Gareth Barry,184,Everton FC,2016
Valon Behrami,184,Watford FC,2016
Joel Campbell,184,Arsenal FC,2016
José Cholevas,184,Watford FC,2016
Fabricio Coloccini,184,Newcastle United,2016
Martín Demichelis,184,Manchester City,2016
Luke Dreher,184,Crystal Palace,2016
Ben Godfrey,184,Norwich City,2016
 Jordi Amat,184,Swansea City,2016
 José Enrique,184,Liverpool FC,2016
Andy King,184,Leicester City,2016
Érik Lamela,184,Tottenham Hotspur,2016
Kevin Mbabu,184,Newcastle United,2016
Jordon Mutch,184,Crystal Palace,2016
Jeff Reine-Adélaïde,184,Arsenal FC,2016
Diafra Sakho,184,West Ham United,2016
Josh Sheehan,184,Swansea City,2016
Jonjo Shelvey,184,Newcastle United,2016
Heung-min Son,184,Tottenham Hotspur,2016
John Terry,184,Chelsea FC,2016
Benik Afobe,183,AFC Bournemouth,2016
Cameron Borthwick-Jackson,183,Manchester United,2016
Mark Bunn,183,Aston Villa,2016
Sam Byram,183,West Ham United,2016
Callum Connolly,183,Everton FC,2016
Troy Deeney,183,Watford FC,2016
Joseph Dodoo,183,Leicester City,2016
Shaun Donnellan,183,West Bromwich Albion,2016
Kieran Dowell,183,Everton FC,2016
Paul Dummett,183,Newcastle United,2016
David Faupala,183,Manchester City,2016
 Fernando,183,Manchester City,2016
Darren Fletcher,183,West Bromwich Albion,2016
Darron Gibson,183,Everton FC,2016
Dan Gosling,183,AFC Bournemouth,2016
Lewis Grabban,183,AFC Bournemouth,2016
Demarai Gray,183,Leicester City,2016
Shayon Harrison,183,Tottenham Hotspur,2016
Gökhan Inler,183,Leicester City,2016
Alex Iwobi,183,Arsenal FC,2016
Joe Ledley,183,Crystal Palace,2016
Jordan Lyden,183,Aston Villa,2016
Yann M'Vila,183,Sunderland AFC,2016
Shaun MacDonald,183,AFC Bournemouth,2016
Russell Martin,183,Norwich City,2016
Jores Okore,183,Aston Villa,2016
 Oriol Romeu,183,Southampton FC,2016
David Ospina,183,Arsenal FC,2016
Nicolás Otamendi,183,Manchester City,2016
Alberto Paloschi,183,Swansea City,2016
Erik Pieters,183,Stoke City,2016
Joe Riley,183,Manchester United,2016
Bakary Sako,183,Crystal Palace,2016
Bastian Schweinsteiger,183,Manchester United,2016
Junior Stanislas,183,AFC Bournemouth,2016
Matt Targett,183,Southampton FC,2016
Harry Toffolo,183,Norwich City,2016
Kolo Touré,183,Liverpool FC,2016
 Víctor Valdés,183,Manchester United,2016
Michel Vorm,183,Tottenham Hotspur,2016
Jon Walters,183,Stoke City,2016
Joe Ward,183,West Bromwich Albion,2016
Ashley Williams,183,Swansea City,2016
Almen Abdi,182,Watford FC,2016
 Ander Herrera,182,Manchester United,2016
Jordan Ayew,182,Aston Villa,2016
Steven Berghuis,182,Watford FC,2016
Wilfried Bony,182,Manchester City,2016
Michael Cain,182,Leicester City,2016
Calum Chambers,182,Arsenal FC,2016
Dan Cleary,182,Liverpool FC,2016
Matteo Darmian,182,Manchester United,2016
Emmanuel Emenike,182,West Ham United,2016
Christian Eriksen,182,Tottenham Hotspur,2016
 Ivo Pinto,182,Norwich City,2016
Sullay Kaikai,182,Crystal Palace,2016
 Kenedy,182,Chelsea FC,2016
Jonathan Leko,182,West Bromwich Albion,2016
Chancel Mbemba,182,Newcastle United,2016
Kevin Mirallas,182,Everton FC,2016
Oumar Niasse,182,Everton FC,2016
Emmanuel Rivière,182,Newcastle United,2016
Carlos Sánchez,182,Aston Villa,2016
Alex Song,182,West Ham United,2016
Claudio Yacob,182,West Bromwich Albion,2016
Bersant Celina,181,Manchester City,2016
